TPM,time
6,0
1782,10
3318,20
2364,30
4230,40
5130,50
3516,60
4548,70
4590,80
3474,90
3390,100
3840,110
5958,120
5850,130
6018,140
6180,150
6504,160
6408,170
3528,180
10638,190
6546,200
5058,210
7782,220
7536,230
10200,240
5304,250
6348,260
7794,270
7986,280
6504,290
1824,300
6030,310
9336,320
4944,330
12396,340
10542,350
7674,360
4020,370
5154,380
5934,390
4818,400
5970,410
6822,420
5148,430
8400,440
7236,450
5412,460
5964,470
6486,480
6240,490
5598,500
6450,510
6114,520
9714,530
3990,540
5118,550
4086,560
9234,570
9186,580
6876,590
7776,600
7986,610
9792,620
7728,630
8184,640
10164,650
5784,660
5898,670
6186,680
5196,690
5706,700
4752,710
3048,720
