Timestamp,CPU%,MemUsage,NetIO,BlockIO,PIDs
1717869423,0.00%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869424,0.00%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869426,0.00%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869428,0.00%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869430,0.00%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869432,0.00%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869434,0.00%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869436,0.01%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869438,0.00%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869440,0.00%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869442,0.00%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869444,0.00%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869446,0.01%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869449,0.00%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869451,0.00%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869453,0.00%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869455,0.00%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869457,0.01%,32.28MiB / 125.8GiB,936B / 0B,0B / 41.1MB,6
1717869459,0.00%,32.3MiB / 125.8GiB,2.23kB / 1.51kB,0B / 41.1MB,6
1717869461,9.75%,51.38MiB / 125.8GiB,813kB / 14.1kB,0B / 47.3MB,8
1717869463,49.99%,72.99MiB / 125.8GiB,12.7MB / 67.2kB,0B / 77.9MB,11
1717869465,87.41%,112.6MiB / 125.8GiB,39.1MB / 173kB,0B / 145MB,15
1717869467,118.91%,160.8MiB / 125.8GiB,76.4MB / 254kB,0B / 243MB,16
1717869469,186.47%,193.1MiB / 125.8GiB,122MB / 369kB,0B / 387MB,19
1717869471,251.21%,201.7MiB / 125.8GiB,182MB / 525kB,0B / 540MB,21
1717869473,334.93%,209.3MiB / 125.8GiB,248MB / 692kB,0B / 694MB,22
