PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
PAYMENT,125636,7.780ms,75.003ms,1070.501ms,9423129.093ms,364.981ms,185.042ms,53.638ms,63908.893,95.730%
NEWORD,125792,7.822ms,73.611ms,885.379ms,9259746.371ms,360.258ms,177.046ms,53.569ms,61898.895,94.070%
DELIVERY,12476,13.463ms,73.347ms,849.540ms,915080.809ms,370.837ms,178.154ms,53.131ms,63010.926,9.296%
SLEV,12642,2.147ms,4.507ms,15.505ms,56979.217ms,5.984ms,5.481ms,4.488ms,694.463,0.579%
OSTAT,12734,0.452ms,0.972ms,4.109ms,12388.160ms,1.714ms,1.365ms,0.930ms,232.351,0.126%
