PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
PAYMENT,421982,8.212ms,90.854ms,1369.546ms,38338777.888ms,508.301ms,344.429ms,55.340ms,101543.267,100.375%
NEWORD,422228,8.426ms,81.481ms,1369.708ms,34403981.571ms,479.138ms,317.616ms,52.652ms,92909.026,90.073%
DELIVERY,42604,2.944ms,80.696ms,920.423ms,3437997.374ms,474.455ms,321.390ms,52.578ms,91660.270,9.001%
SLEV,41962,2.026ms,7.085ms,89.474ms,297331.990ms,36.434ms,32.064ms,5.209ms,7872.533,0.778%
OSTAT,42496,0.471ms,1.216ms,11.149ms,51680.613ms,2.575ms,1.907ms,1.120ms,385.105,0.135%
