TPM,time
0,0
4542,10
5178,20
5034,30
4740,40
3990,50
3684,60
3768,70
4512,80
3252,90
3900,100
3642,110
4284,120
2910,130
3348,140
3810,150
2904,160
4068,170
3234,180
3750,190
3672,200
4194,210
3612,220
2058,230
3834,240
2928,250
4374,260
5892,270
3642,280
5304,290
3024,300
5274,310
1764,320
5610,330
2412,340
6846,350
3960,360
6216,370
2784,380
6648,390
3864,400
3252,410
5556,420
2820,430
3240,440
3102,450
2610,460
3510,470
3102,480
3384,490
4476,500
2154,510
3582,520
3120,530
3738,540
3738,550
3024,560
1980,570
3282,580
3414,590
3978,600
2994,610
2580,620
2202,630
3282,640
2730,650
