TPM,time
9480,0
21090,10
22704,20
20754,30
14856,40
17118,50
17004,60
16170,70
14928,80
15252,90
16620,100
12624,110
4416,120
8262,130
4830,140
8442,150
12606,160
8040,170
13410,180
8130,190
9462,200
15618,210
8676,220
9006,230
12696,240
8424,250
10350,260
11694,270
9660,280
10224,290
11076,300
10368,310
14316,320
6912,330
12534,340
6558,350
11334,360
11340,370
10398,380
10074,390
12402,400
15534,410
8760,420
8586,430
9918,440
12804,450
16050,460
11526,470
16740,480
5958,490
12252,500
12192,510
13512,520
13602,530
7698,540
9102,550
1830,560
4248,570
5970,580
6528,590
4860,600
4062,610
6666,620
5244,630
6732,640
6288,650
3258,660
5772,670
1842,680
