TPM,time
2088,0
8790,10
9624,20
4146,30
5244,40
5682,50
5268,60
3084,70
1386,80
3684,90
3444,100
6186,110
3432,120
3552,130
2124,140
1908,150
4128,160
5688,170
4020,180
4446,190
4500,200
6306,210
5574,220
3612,230
6540,240
4746,250
7278,260
5280,270
16824,280
15912,290
7542,300
11880,310
24738,320
7710,330
5760,340
3768,350
9636,360
8148,370
5664,380
7188,390
7818,400
5082,410
6942,420
8994,430
8184,440
1638,450
6522,460
5028,470
6720,480
4194,490
8082,500
6624,510
5058,520
7452,530
5646,540
8016,550
7770,560
6036,570
6456,580
6132,590
8640,600
11016,610
2880,620
6174,630
3210,640
3960,650
2082,660
972,670
