TPM,time
18,0
2754,10
3570,20
4098,30
5832,40
3804,50
4566,60
4998,70
3480,80
7056,90
6816,100
8592,110
14208,120
20490,130
10680,140
7146,150
12744,160
4128,170
5094,180
8112,190
5136,200
5088,210
4692,220
8370,230
2814,240
8640,250
3240,260
7698,270
5532,280
3960,290
7956,300
7950,310
4638,320
6666,330
8856,340
4356,350
2250,360
6468,370
4842,380
4842,390
7404,400
6450,410
1620,420
5154,430
6588,440
7380,450
7428,460
7698,470
8142,480
8304,490
6096,500
10458,510
4224,520
8472,530
4344,540
6474,550
6804,560
7176,570
9540,580
6888,590
9930,600
4896,610
7152,620
2514,630
7086,640
5544,650
5982,660
6540,670
5946,680
7770,690
4734,700
2886,710
3798,720
726,730
