Timestamp,CPU%,MemUsage,NetIO,BlockIO,PIDs
1717856296,0.00%,238.5MiB / 125.8GiB,936B / 0B,0B / 41.4MB,6
1717856298,0.00%,238.5MiB / 125.8GiB,936B / 0B,0B / 41.4MB,6
1717856300,0.00%,238.5MiB / 125.8GiB,936B / 0B,0B / 41.4MB,6
1717856302,0.00%,238.5MiB / 125.8GiB,936B / 0B,0B / 41.4MB,6
1717856304,0.01%,238.5MiB / 125.8GiB,936B / 0B,0B / 41.4MB,6
1717856306,0.00%,238.5MiB / 125.8GiB,936B / 0B,0B / 41.4MB,6
1717856308,0.00%,238.5MiB / 125.8GiB,936B / 0B,0B / 41.4MB,6
1717856310,0.00%,238.5MiB / 125.8GiB,936B / 0B,0B / 41.4MB,6
1717856312,0.00%,238.5MiB / 125.8GiB,936B / 0B,0B / 41.4MB,6
1717856314,0.00%,238.5MiB / 125.8GiB,936B / 0B,0B / 41.4MB,6
1717856316,0.00%,238.5MiB / 125.8GiB,936B / 0B,0B / 41.4MB,6
1717856318,0.01%,238.5MiB / 125.8GiB,936B / 0B,0B / 41.4MB,6
1717856320,0.39%,238.6MiB / 125.8GiB,2.23kB / 1.51kB,0B / 41.4MB,6
1717856322,10.35%,258.7MiB / 125.8GiB,813kB / 14.1kB,0B / 47.3MB,8
1717856324,70.03%,290MiB / 125.8GiB,18.9MB / 104kB,0B / 86.5MB,12
1717856326,121.38%,344.6MiB / 125.8GiB,56.2MB / 235kB,0B / 187MB,16
1717856328,227.50%,423.5MiB / 125.8GiB,115MB / 412kB,0B / 338MB,21
1717856330,359.88%,496.2MiB / 125.8GiB,192MB / 600kB,0B / 506MB,25
1717856332,505.35%,569.4MiB / 125.8GiB,279MB / 836kB,0B / 707MB,29
1717856334,408.07%,638.1MiB / 125.8GiB,370MB / 1.06MB,0B / 926MB,32
1717856336,481.15%,714MiB / 125.8GiB,465MB / 1.3MB,0B / 1.16GB,35
1717856338,168.33%,750.6MiB / 125.8GiB,523MB / 1.42MB,0B / 1.32GB,39
1717856340,257.76%,792.4MiB / 125.8GiB,576MB / 1.55MB,0B / 1.52GB,39
1717856342,319.01%,841.6MiB / 125.8GiB,630MB / 1.69MB,0B / 1.71GB,39
1717856344,217.84%,889.3MiB / 125.8GiB,687MB / 1.82MB,0B / 1.93GB,39
1717856346,290.33%,932.6MiB / 125.8GiB,745MB / 1.97MB,0B / 2.16GB,39
1717856348,381.29%,985.7MiB / 125.8GiB,817MB / 2.15MB,0B / 2.36GB,39
1717856350,416.82%,1.022GiB / 125.8GiB,893MB / 2.35MB,0B / 2.61GB,40
1717856352,496.10%,1.081GiB / 125.8GiB,987MB / 2.59MB,8.19kB / 2.84GB,40
1717856354,278.93%,1.123GiB / 125.8GiB,1.06GB / 2.77MB,12.3kB / 3.02GB,40
1717856356,156.95%,1.15GiB / 125.8GiB,1.1GB / 2.87MB,12.3kB / 3.11GB,40
1717856358,139.87%,1.167GiB / 125.8GiB,1.13GB / 2.93MB,16.4kB / 3.18GB,40
1717856360,297.62%,1.184GiB / 125.8GiB,1.16GB / 2.99MB,16.4kB / 3.25GB,40
1717856362,486.28%,1.239GiB / 125.8GiB,1.24GB / 3.17MB,20.5kB / 3.47GB,40
1717856364,141.45%,1.262GiB / 125.8GiB,1.29GB / 3.29MB,24.6kB / 3.71GB,40
1717856366,435.49%,1.298GiB / 125.8GiB,1.34GB / 3.41MB,28.7kB / 3.9GB,40
1717856368,150.11%,1.316GiB / 125.8GiB,1.38GB / 3.51MB,32.8kB / 4.09GB,40
1717856370,189.22%,1.339GiB / 125.8GiB,1.42GB / 3.59MB,36.9kB / 4.27GB,40
1717856372,261.30%,1.374GiB / 125.8GiB,1.46GB / 3.69MB,41kB / 4.48GB,40
1717856374,253.44%,1.4GiB / 125.8GiB,1.5GB / 3.78MB,45.1kB / 4.67GB,40
1717856376,275.96%,1.443GiB / 125.8GiB,1.55GB / 3.89MB,49.2kB / 4.88GB,40
1717856378,254.47%,1.479GiB / 125.8GiB,1.59GB / 4MB,53.2kB / 5.11GB,40
1717856380,285.51%,1.519GiB / 125.8GiB,1.64GB / 4.1MB,57.3kB / 5.32GB,40
1717856382,277.10%,1.561GiB / 125.8GiB,1.68GB / 4.21MB,57.3kB / 5.53GB,40
1717856384,263.91%,1.684GiB / 125.8GiB,1.73GB / 4.33MB,61.4kB / 5.75GB,40
1717856386,166.38%,1.717GiB / 125.8GiB,1.78GB / 4.46MB,65.5kB / 5.87GB,40
1717856388,277.19%,1.72GiB / 125.8GiB,1.83GB / 4.58MB,69.6kB / 5.97GB,39
1717856390,432.10%,1.757GiB / 125.8GiB,1.89GB / 4.75MB,77.8kB / 6.17GB,39
1717856392,509.24%,1.826GiB / 125.8GiB,1.99GB / 4.99MB,81.9kB / 6.41GB,39
1717856394,290.76%,1.881GiB / 125.8GiB,2.08GB / 5.15MB,90.1kB / 6.61GB,39
1717856396,138.29%,1.901GiB / 125.8GiB,2.1GB / 5.21MB,90.1kB / 6.67GB,39
1717856398,146.12%,1.925GiB / 125.8GiB,2.13GB / 5.27MB,94.2kB / 6.74GB,39
1717856400,271.03%,1.96GiB / 125.8GiB,2.17GB / 5.37MB,94.2kB / 6.83GB,39
1717856402,454.50%,2.014GiB / 125.8GiB,2.22GB / 5.5MB,98.3kB / 7.01GB,39
1717856404,430.20%,2.071GiB / 125.8GiB,2.31GB / 5.69MB,111kB / 7.25GB,39
1717856406,506.76%,2.128GiB / 125.8GiB,2.39GB / 5.88MB,119kB / 7.49GB,39
1717856408,519.13%,2.19GiB / 125.8GiB,2.49GB / 6.09MB,123kB / 7.72GB,40
1717856410,505.67%,2.255GiB / 125.8GiB,2.58GB / 6.26MB,135kB / 7.97GB,40
1717856412,467.70%,2.321GiB / 125.8GiB,2.68GB / 6.41MB,139kB / 8.21GB,40
1717856414,4.00%,2.32GiB / 125.8GiB,2.68GB / 6.42MB,139kB / 8.47GB,40
