PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,1039742,1.160ms,4.679ms,681.839ms,4865288.873ms,49.879ms,7.349ms,3.601ms,81718.136,101.108%
PAYMENT,1039114,0.544ms,2.062ms,495.293ms,2142878.661ms,6.363ms,3.445ms,1.536ms,47003.583,44.532%
DELIVERY,103856,1.051ms,13.113ms,451.901ms,1361850.069ms,70.371ms,24.976ms,10.540ms,131648.978,28.301%
SLEV,104044,1.239ms,8.978ms,1038.298ms,934103.139ms,254.745ms,10.245ms,3.033ms,389866.837,19.412%
OSTAT,103644,0.276ms,1.230ms,204.934ms,127537.813ms,5.950ms,3.335ms,0.783ms,19162.552,2.650%
