PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,1201256,1.147ms,8.672ms,1073.557ms,10417194.007ms,72.306ms,32.775ms,4.075ms,187754.562,107.999%
PAYMENT,1199818,0.522ms,2.968ms,1027.917ms,3560913.330ms,30.621ms,6.760ms,1.628ms,88753.709,36.917%
SLEV,121084,1.146ms,23.296ms,1210.417ms,2820750.181ms,302.566ms,152.892ms,3.401ms,616627.951,29.244%
DELIVERY,120242,1.039ms,16.796ms,1076.948ms,2019624.494ms,88.470ms,56.130ms,10.279ms,234650.753,20.938%
OSTAT,119972,0.355ms,2.014ms,966.575ms,241566.667ms,18.318ms,5.887ms,0.958ms,70736.159,2.504%
