PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,781562,1.293ms,13.862ms,791.675ms,10834108.216ms,79.065ms,59.901ms,8.671ms,179696.981,112.747%
PAYMENT,782906,0.544ms,4.190ms,625.148ms,3280446.848ms,60.522ms,6.741ms,2.307ms,96608.823,34.139%
SLEV,78774,1.090ms,39.116ms,759.447ms,3081286.211ms,132.331ms,93.267ms,32.613ms,340523.181,32.066%
DELIVERY,77964,2.437ms,21.543ms,1059.593ms,1679597.835ms,91.446ms,70.019ms,14.395ms,221772.830,17.479%
OSTAT,77994,0.344ms,1.794ms,480.042ms,139892.511ms,9.418ms,5.101ms,0.977ms,33907.357,1.456%
