TPM,time
6,0
47934,10
130206,20
172794,30
53604,40
174126,50
142116,60
152094,70
180084,80
143358,90
167862,100
160728,110
159000,120
110904,130
69228,140
190608,150
159354,160
148722,170
131034,180
152970,190
158100,200
160776,210
167976,220
88794,230
113496,240
147450,250
142752,260
159270,270
156876,280
150876,290
157008,300
163734,310
160116,320
104448,330
73944,340
181854,350
130902,360
156390,370
155364,380
142518,390
148800,400
166968,410
157422,420
132282,430
41586,440
156594,450
150372,460
158196,470
162624,480
158406,490
151824,500
138006,510
173346,520
123984,530
45738,540
161418,550
164466,560
156072,570
131172,580
171738,590
131088,600
73320,610
