TPM,time
92826,0
148416,10
166056,20
148338,30
121890,40
150138,50
181560,60
182682,70
151224,80
134166,90
86832,100
111426,110
175962,120
175128,130
169728,140
166254,150
191172,160
164406,170
162252,180
172578,190
84060,200
135990,210
193656,220
160698,230
191604,240
169896,250
170466,260
174276,270
189660,280
150582,290
61062,300
139872,310
189726,320
171870,330
169794,340
164904,350
168084,360
168924,370
162534,380
167928,390
71088,400
171516,410
166062,420
197808,430
171000,440
170004,450
154524,460
197742,470
163734,480
155712,490
73908,500
183078,510
172914,520
158256,530
183108,540
143664,550
193014,560
152538,570
104772,580
88080,590
86646,600
47808,610
90390,620
