TPM,time
6,0
34830,10
154752,20
137112,30
96360,40
111528,50
206952,60
174126,70
150918,80
204360,90
183186,100
170748,110
166764,120
170178,130
55458,140
161262,150
208506,160
163662,170
165690,180
174738,190
192738,200
163488,210
204810,220
62574,230
171438,240
142212,250
194538,260
187164,270
170520,280
171324,290
161178,300
158220,310
177108,320
22680,330
187974,340
158160,350
170268,360
140706,370
177738,380
170622,390
198300,400
127050,410
143598,420
48618,430
181086,440
154878,450
154962,460
204594,470
158406,480
167274,490
178458,500
163308,510
94362,520
105708,530
178236,540
186450,550
163380,560
200418,570
151446,580
171168,590
171648,600
139926,610
73920,620
