PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,67876,8.695ms,142.696ms,7095.777ms,9685640.971ms,1268.256ms,309.432ms,81.020ms,367811.461,95.742%
PAYMENT,67616,6.838ms,138.038ms,7095.717ms,9333612.054ms,1185.291ms,292.277ms,81.650ms,341437.622,92.262%
DELIVERY,6814,16.391ms,151.692ms,6702.229ms,1033630.256ms,1511.679ms,342.475ms,84.344ms,367296.565,10.217%
SLEV,6824,1.931ms,10.214ms,1536.218ms,69702.255ms,121.702ms,8.986ms,4.549ms,63387.112,0.689%
OSTAT,6726,0.385ms,5.484ms,1048.548ms,36887.145ms,115.557ms,1.738ms,1.019ms,48891.680,0.365%
