PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,881902,1.218ms,10.508ms,813.555ms,9266972.075ms,69.586ms,28.766ms,6.787ms,150726.954,96.272%
SLEV,88638,1.152ms,51.684ms,891.678ms,4581136.570ms,198.267ms,144.493ms,37.695ms,527873.695,47.592%
DELIVERY,87634,1.363ms,29.029ms,816.898ms,2543903.321ms,98.596ms,72.935ms,21.828ms,234564.104,26.428%
PAYMENT,881580,0.504ms,2.787ms,793.277ms,2457339.665ms,45.863ms,5.215ms,1.633ms,72133.426,25.529%
OSTAT,87830,0.368ms,2.226ms,152.739ms,195486.017ms,13.163ms,7.067ms,0.961ms,30256.864,2.031%
