PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,760186,1.178ms,7.085ms,562.698ms,5385579.204ms,61.438ms,12.237ms,5.455ms,89195.271,111.949%
PAYMENT,758794,0.503ms,2.022ms,208.030ms,1534596.227ms,6.067ms,3.412ms,1.387ms,45533.723,31.899%
DELIVERY,75710,4.862ms,17.927ms,587.087ms,1357227.351ms,73.496ms,42.143ms,14.503ms,136080.151,28.212%
SLEV,76218,1.155ms,13.850ms,779.400ms,1055620.881ms,42.966ms,26.426ms,14.480ms,214654.409,21.943%
OSTAT,75908,0.332ms,1.701ms,132.543ms,129115.974ms,7.765ms,4.881ms,0.790ms,19016.338,2.684%
