TPM,time
6,0
57900,10
68286,20
64572,30
73458,40
64440,50
72192,60
74220,70
84036,80
85590,90
84576,100
78408,110
78900,120
80028,130
82350,140
81630,150
83610,160
78876,170
78732,180
78924,190
78978,200
77616,210
60642,220
55302,230
52722,240
55596,250
59940,260
57186,270
49500,280
54090,290
59946,300
57762,310
58752,320
57708,330
58050,340
55224,350
226482,360
50208,370
46182,380
53484,390
38250,400
50196,410
54240,420
50286,430
49020,440
59736,450
47856,460
56016,470
44550,480
54156,490
54762,500
54414,510
52944,520
43350,530
55926,540
41514,550
57150,560
46248,570
51216,580
39510,590
42840,600
37524,610
25590,620
