TPM,time
6,0
25278,10
88248,20
85266,30
86148,40
91638,50
92682,60
72966,70
57972,80
82914,90
88374,100
90654,110
90096,120
90138,130
90576,140
84510,150
96102,160
99222,170
91650,180
98160,190
103932,200
106704,210
111156,220
114456,230
95322,240
101406,250
103164,260
108318,270
111186,280
114024,290
115188,300
112968,310
114348,320
109464,330
112254,340
119070,350
120372,360
117510,370
115908,380
120456,390
121044,400
115002,410
124674,420
122172,430
96498,440
99234,450
106302,460
106440,470
93096,480
101046,490
107478,500
104340,510
112074,520
114468,530
113304,540
99966,550
99744,560
104796,570
109788,580
111624,590
89826,600
1806,610
