TPM,time
7806,0
77520,10
79974,20
82704,30
80304,40
85890,50
92232,60
86898,70
87378,80
84072,90
89790,100
88002,110
85884,120
84186,130
87804,140
93714,150
96396,160
85842,170
94230,180
88254,190
83988,200
94602,210
90354,220
89658,230
83814,240
91392,250
92190,260
88524,270
82134,280
87786,290
90132,300
79806,310
79740,320
79650,330
77778,340
78750,350
74646,360
74946,370
72486,380
71706,390
72786,400
74454,410
68946,420
66492,430
73746,440
67098,450
70278,460
64200,470
63414,480
59742,490
63996,500
63276,510
58008,520
61506,530
60216,540
58530,550
56646,560
57150,570
54642,580
57810,590
55464,600
68238,610
20964,620
