TPM,time
16722,0
76764,10
79548,20
91224,30
89862,40
87798,50
85704,60
87630,70
85284,80
90528,90
90348,100
87414,110
93378,120
85080,130
85980,140
96624,150
94530,160
85062,170
86322,180
98202,190
83982,200
87456,210
84924,220
89370,230
88830,240
87786,250
91980,260
90126,270
85158,280
89058,290
84030,300
90672,310
92274,320
90168,330
87438,340
89166,350
87024,360
86610,370
84018,380
97170,390
84528,400
88398,410
84810,420
95466,430
89184,440
87846,450
79056,460
91122,470
93450,480
81708,490
83034,500
82482,510
80964,520
80250,530
79710,540
79266,550
72246,560
77244,570
70806,580
74898,590
70902,600
2292,610
