TPM,time
0,0
55356,10
82320,20
78546,30
84438,40
92430,50
90630,60
90588,70
93030,80
94062,90
100350,100
98628,110
92994,120
93954,130
95874,140
99060,150
97716,160
87510,170
95526,180
95604,190
96870,200
97836,210
94086,220
94530,230
95352,240
96474,250
100176,260
92802,270
89790,280
95028,290
93432,300
94944,310
87522,320
94926,330
94464,340
95946,350
87594,360
92196,370
93534,380
94350,390
93852,400
85950,410
94092,420
87618,430
49146,440
68712,450
86118,460
86562,470
83886,480
78600,490
80646,500
75588,510
74268,520
74010,530
73068,540
71004,550
82806,560
65604,570
82572,580
85584,590
62994,600
