TPM,time
6,0
6870,10
159684,20
77310,30
119790,40
173820,50
149790,60
143376,70
153252,80
159198,90
154260,100
170634,110
55116,120
101226,130
165540,140
161622,150
153714,160
171018,170
171222,180
154626,190
175086,200
91584,210
72294,220
177600,230
191460,240
179082,250
224070,260
186294,270
238854,280
201714,290
134124,300
47682,310
201048,320
168522,330
161364,340
219306,350
191118,360
175080,370
171624,380
197928,390
87432,400
126414,410
180360,420
182130,430
181218,440
224610,450
187560,460
204210,470
180546,480
148068,490
24420,500
208158,510
189132,520
185796,530
218280,540
165210,550
198192,560
199974,570
183792,580
74466,590
136254,600
171108,610
142146,620
