TPM,time
1014,0
10362,10
8466,20
9720,30
7728,40
7098,50
8010,60
13482,70
7554,80
8400,90
9426,100
9828,110
10812,120
8916,130
10752,140
5658,150
9996,160
9702,170
10650,180
9732,190
9714,200
10974,210
7770,220
9270,230
8268,240
9714,250
9492,260
9168,270
8886,280
6894,290
9402,300
6630,310
7632,320
11454,330
8208,340
8544,350
8724,360
9570,370
10146,380
8802,390
8040,400
10068,410
9324,420
9054,430
8766,440
9072,450
12210,460
7986,470
8904,480
8790,490
10020,500
8940,510
8376,520
7494,530
7920,540
6570,550
8778,560
7128,570
8940,580
8430,590
12114,600
11472,610
11442,620
9216,630
3264,640
