PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,1141168,1.143ms,16.710ms,2490.436ms,19069552.588ms,190.158ms,57.965ms,5.235ms,50976.147,99.810%
PAYMENT,1140744,0.550ms,13.466ms,2692.808ms,15362188.508ms,185.092ms,47.155ms,2.793ms,51380.013,80.406%
DELIVERY,114744,1.523ms,21.961ms,2130.687ms,2519968.362ms,198.629ms,74.905ms,9.687ms,51603.434,13.190%
SLEV,114210,1.483ms,7.324ms,133.978ms,836529.213ms,13.821ms,12.098ms,7.624ms,3613.135,4.378%
OSTAT,113370,0.452ms,1.320ms,116.742ms,149738.506ms,2.019ms,1.740ms,1.259ms,848.288,0.784%
