PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
NEWORD,105230,7.826ms,183.497ms,3719.985ms,19309470.666ms,1955.806ms,753.354ms,94.138ms,343398.085,97.956%
PAYMENT,103616,5.412ms,183.086ms,3720.023ms,18970678.505ms,1935.523ms,724.567ms,94.620ms,341583.312,96.238%
DELIVERY,10384,14.042ms,183.893ms,3610.903ms,1909547.295ms,1960.405ms,770.873ms,94.078ms,349267.920,9.687%
SLEV,10436,1.944ms,7.224ms,480.869ms,75396.569ms,14.502ms,10.009ms,5.845ms,16568.003,0.382%
OSTAT,10406,0.550ms,1.934ms,262.658ms,20125.790ms,3.524ms,1.806ms,1.059ms,11249.319,0.102%
