PROC,CALLS,MIN,AVG,MAX,TOTAL,P99,P95,P50,SD,RATIO
PAYMENT,41270,4.926ms,120.989ms,3697.420ms,4993216.312ms,675.025ms,308.805ms,83.467ms,171775.193,102.809%
NEWORD,41640,7.291ms,108.597ms,3612.600ms,4522000.902ms,576.304ms,275.621ms,75.136ms,160677.114,93.107%
DELIVERY,4016,8.030ms,102.020ms,2651.641ms,409712.488ms,475.476ms,267.215ms,70.106ms,122430.031,8.436%
SLEV,4084,1.540ms,4.701ms,1198.654ms,19201.606ms,5.855ms,4.956ms,3.760ms,28857.933,0.395%
OSTAT,4222,0.474ms,2.223ms,903.715ms,9389.109ms,2.742ms,1.447ms,0.908ms,27697.741,0.193%
