TPM,time
2862,0
13020,10
19686,20
24654,30
32112,40
28176,50
34272,60
36552,70
34674,80
42438,90
41736,100
53982,110
59382,120
41736,130
45462,140
51012,150
53598,160
41970,170
42192,180
36000,190
22980,200
24618,210
21198,220
33048,230
46008,240
40002,250
44946,260
36564,270
44244,280
50328,290
48864,300
57594,310
49248,320
46584,330
48348,340
51930,350
36900,360
40224,370
55458,380
57066,390
57414,400
54630,410
53214,420
53436,430
40908,440
45396,450
47832,460
43632,470
46272,480
69336,490
61110,500
63276,510
66414,520
57792,530
63642,540
73794,550
39582,560
91224,570
83346,580
115230,590
88428,600
25290,610
29616,620
30804,630
29832,640
27138,650
22380,660
10908,670
462,680
