TPM,time
0,0
51822,10
92628,20
95814,30
103746,40
35772,50
108966,60
101520,70
109452,80
109470,90
110568,100
101790,110
116862,120
115716,130
102174,140
111360,150
41952,160
107208,170
117408,180
113334,190
120750,200
123696,210
116856,220
123960,230
126096,240
116616,250
118944,260
98670,270
68160,280
121440,290
124992,300
117588,310
125388,320
122790,330
123804,340
118110,350
124530,360
118134,370
124728,380
33942,390
136548,400
117342,410
121128,420
126672,430
122556,440
119286,450
120894,460
126864,470
125448,480
122592,490
105822,500
47724,510
127530,520
124926,530
129198,540
122688,550
129108,560
116796,570
119550,580
113466,590
105222,600
