TPM,time
6,0
10614,10
199536,20
140826,30
153726,40
121632,50
137184,60
126990,70
129204,80
50892,90
158478,100
134088,110
156000,120
142302,130
137436,140
130686,150
172374,160
148698,170
48744,180
194334,190
190266,200
146454,210
165228,220
183696,230
150642,240
138000,250
176154,260
40626,270
133278,280
146496,290
151806,300
121662,310
164634,320
129516,330
146844,340
110040,350
51576,360
151050,370
112884,380
111702,390
109248,400
120474,410
122226,420
123324,430
130584,440
66486,450
94248,460
140796,470
148020,480
168750,490
156204,500
138786,510
163962,520
137136,530
140334,540
123366,550
92070,560
167898,570
161688,580
166536,590
136914,600
117996,610
120312,620
