TPM,time
6,0
88566,10
135888,20
155724,30
143442,40
121326,50
119820,60
144360,70
27498,80
158016,90
127650,100
139530,110
146154,120
150276,130
129444,140
129024,150
129018,160
147672,170
144606,180
22698,190
142380,200
135534,210
119436,220
159462,230
141768,240
118218,250
138012,260
131688,270
153006,280
144612,290
25602,300
139158,310
137322,320
124212,330
129420,340
152838,350
134910,360
128202,370
141846,380
129006,390
152730,400
34740,410
124650,420
139188,430
141282,440
131532,450
137070,460
126354,470
123462,480
155382,490
123210,500
123270,510
78972,520
106614,530
142980,540
122478,550
133368,560
129192,570
135066,580
134904,590
126942,600
67494,610
